designation,winery,points
Homestead Reserve,Hazlitt 1852 Vineyards,90
,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,87
Dry,Hazlitt 1852 Vineyards,87
,Hazlitt 1852 Vineyards,89
Dry,Hazlitt 1852 Vineyards,83
,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,85
,Hazlitt 1852 Vineyards,85
Ice Wine,Hazlitt 1852 Vineyards,91
,Hazlitt 1852 Vineyards,87
Homestead Reserve,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,88
,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,82
,Hazlitt 1852 Vineyards,90
Homestead Reserve,Hazlitt 1852 Vineyards,88
,Hazlitt 1852 Vineyards,90
,Hazlitt 1852 Vineyards,84
,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,87
,Hazlitt 1852 Vineyards,85
,Hazlitt 1852 Vineyards,84
Barrel Fermented,Hazlitt 1852 Vineyards,90
,Hazlitt 1852 Vineyards,86
Barrel Fermented,Hazlitt 1852 Vineyards,89
,Hazlitt 1852 Vineyards,87
,Hazyblur,89
,Hazyblur,93
Hyde Vineyard Belle Cousine,HdV,88
Hyde Vineyard,HdV,90
Hyde Vineyard,HdV,90
,Head High,91
,Head High,89
,Head High,91
,Headbanger,84
Rock n Red,Headbanger,87
Rock N RosÃ© Zinfandel,Headbanger,81
Rock n Red,Headbanger,83
Rock n Red,Headbanger,87
,Healdsburg Ranches,85
Appellation Series,Healdsburg Ranches,87
Appellation Series,Healdsburg Ranches,83
,Healdsburg Ranches,83
Unoaked,Healdsburg Ranches,88
Appellation Series,Healdsburg Ranches,84
Three Sisters CuvÃ©e,Hearst Ranch,85
Three Sisters CuvÃ©e,Hearst Ranch,88
Bunkhouse,Hearst Ranch,87
Babicora,Hearst Ranch,85
Bunkhouse,Hearst Ranch,90
Chileno,Hearst Ranch,89
Pico Creek,Hearst Ranch,85
Julia,Hearst Ranch,89
Lone Tree,Hearst Ranch,87
Bunkhouse,Hearst Ranch,86
Glacier Ridge,Hearst Ranch,88
Three Sisters CuvÃ©e,Hearst Ranch,90
Proprietor's Reserve,Hearst Ranch,90
Lone Tree,Hearst Ranch,87
,Hearst Ranch,87
Glacier Ridge,Hearst Ranch,87
Julia,Hearst Ranch,86
Babicora,Hearst Ranch,90
Babicora,Hearst Ranch,85
Glacier Ridge,Hearst Ranch,84
Lone Tree,Hearst Ranch,87
Carpoforo,Hearst Ranch,92
Babicora,Hearst Ranch,90
Proprietor's Reserve,Hearst Ranch,90
Pico Creek,Hearst Ranch,87
The Pergola,Hearst Ranch,93
Babicora,Hearst Ranch,85
Hobbit Hollow Vineyard,Heart & Hands,88
Dry,Heart & Hands,87
Polarity,Heart & Hands,87
Nutt Road Vineyard,Heart & Hands,87
,Heart & Hands,87
Hobbit Hollow Vineyard,Heart & Hands,86
Reserve,Heart & Hands,86
Patrician Verona Vineyard,Heart & Hands,87
Elaine's Vineyard,Heart & Hands,87
Brut RosÃ©,Heart & Hands,85
Volcano Ridge Vineyard,Heart Catcher,90
Volcano Ridge Vineyard,Heart Catcher,91
Volcano Ridge Vineyard,Heart Catcher,90
Volcano Ridge Vineyard,Heart Catcher,92
Triple Seven,Heart O' The Mountain,90
Estate,Heart O' The Mountain,89
Estate Reserve,Heart O' The Mountain,82
Triple Seven,Heart O' The Mountain,90
Pommard Clone,Heart O' The Mountain,90
Six Sixty Seven,Heart O' The Mountain,90
Passionate Squeeze,Heartache,84
,Heartache,81
,Heartfelt,84
Inspiration,Heartfelt,82
Lodestone Estate Grown,Hearthstone,84
Slipstone Estate Grown,Hearthstone,85
Reserve,Hearthstone,82
Lodestone,Hearthstone,87
,Hearthstone,85
,Heartland,89
Spice Trader,Heartland,88
Directors' Cut,Heartland,89
Stickleback Red,Heartland,85
One,Heartland,95
,Heartland,89
Spice Trader,Heartland,89
Illicium,Heartland,89
Illicium,Heartland,89
Viognier-Pinot Gris,Heartland,87
H.D. II,Heathcote Estate,89
Reserve,Heathfield Ridge,83
,Heavenly Retreat,85
Alder Ridge Vineyard Inspiration,Heaven's Cave,82
The Dweller,Heaven's Cave,82
â€œChampâ€ Jim the Gent,Heavyweight,80
,Heavyweight,83
â€œChampâ€ Lightnin' Lane,Heavyweight,81
,Hecho por Ruben,93
Kimsey Vineyard,Hecho por Ruben,94
Harrison Clarke Vineyard,Hecho por Ruben,95
Harrison Clarke Vineyard,Hecho por Ruben,94
,Hecht & Bannier,91
,Hecht & Bannier,88
,Hecht & Bannier,92
,Hecht & Bannier,90
,Hecht & Bannier,91
,Hecht & Bannier,89
,Hecht & Bannier,89
,Hecht & Bannier,88
,Hecht & Bannier,89
,Hecht & Bannier,88
,Hecht & Bannier,88
,Hecht & Bannier,92
,Hecht & Bannier,87
,Hecht & Bannier,86
,Hecht & Bannier,88
,Hecht & Bannier,88
,Hecht & Bannier,89
,Hecht & Bannier,89
,Hecht & Bannier,88
Essence,Hector Wine Company,86
,Hector Wine Company,86
,Hector Wine Company,82
,Hector Wine Company,84
,Hector Wine Company,87
,Hector Wine Company,86
,Hector Wine Company,84
,Hector Wine Company,87
Essence Table Wine,Hector Wine Company,88
,Hedgeline,85
,Hedgeline,88
,Hedgeline,86
,Hedgeline,88
,Hedgeline,87
,Hedgeline,88
,Hedgeline,85
Three Vineyards Red,Hedges,90
,Hedges,87
Descendants LiÃ©geois Dupont Les Gosses Vineyard,Hedges,88
Descendants LiÃ©geois Dupont Les Gosses Vineyard,Hedges,88
Fume,Hedges,88
Red Mountain Reserve,Hedges,94
C.M.S.,Hedges,88
Estate Grown and Bottled Le Blanc,Hedges,90
Red Mountain Reserve,Hedges,92
,Hedges,87
La Haute CuvÃ©e,Hedges,88
C.M.S. White,Hedges,88
Estate Grown and Bottled,Hedges,88
Red Mountain Red,Hedges Family Estate,90
House of Independent Producers Sagemoor Farms Vineyard,Hedges Family Estate,89
Estate Grown and Bottled,Hedges Family Estate,91
C.M.S. Unoaked White Wine,Hedges Family Estate,86
House of Independent Producers Dionysus Vineyard,Hedges Family Estate,87
House of Independent Producers Bacchus Vineyard,Hedges Family Estate,89
C.M.S.,Hedges Family Estate,88
,Hedonismo,85
Blanco,Hedonismo,86
,Heggies Vineyard,84
,Heggies Vineyard,88
,Heggies Vineyard,88
Lappa's,Heibel Ranch,83
GBH,Heibel Ranch,84
Beerenauslese Selektion,Heidi SchrÃ¶ck,93
Ruster Ausbruch Auf den FlÃ¼geln der MorgenrÃ¶te,Heidi SchrÃ¶ck,93
Ruster Ausbruch Turner,Heidi SchrÃ¶ck,96
Ruster Ausbruch,Heidi SchrÃ¶ck,90
Rose Top Brut,Heidsieck & Co Monopole,84
Diamant Blanc Blanc de Blancs,Heidsieck & Co Monopole,87
Diamant RosÃ©,Heidsieck & Co Monopole,89
Blue Top Brut,Heidsieck & Co Monopole,85
Blue Top Brut,Heidsieck & Co Monopole,89
Gold Top Brut,Heidsieck & Co Monopole,86
Blue Top Brut,Heidsieck & Co Monopole,84
Extra Dry,Heidsieck & Co Monopole,92
RosÃ© Top,Heidsieck & Co Monopole,86
Blue Top Brut,Heidsieck & Co Monopole,88
Diamant Bleu,Heidsieck & Co Monopole,91
Blue Top Brut,Heidsieck & Co Monopole,88
Rose Top RosÃ© Brut,Heidsieck & Co Monopole,87
BikavÃ©r,Heimann,88
Vitikult,Heinrich,90
Goldberg,Heinrich,92
terra o.,Heinrich,93
Goldberg Reserve,Heinrich,94
Vom Weingebirge,Heinrich,91
Classic,Heinrich Hartl,92
Reserve,Heinrich Hartl,94
Graf Weingartl,Heinrich Hartl,93
,Heinrich Hartl,92
Medium Dry,Heinrich Vollmer,86
Medium Dry,Heinrich Vollmer,86
,Heintz,91
Roxy,Heintz,90
,Heintz,94
,Heintz,87
,Heintz,93
SpÃ¤tlese,Heinz Eifel,88
Eiswein,Heinz Eifel,86
Shine,Heinz Eifel,87
SpÃ¤tlese,Heinz Eifel,88
Shine,Heinz Eifel,87
Eiswein,Heinz Eifel,86
Shine,Heinz Eifel,88
Auslese,Heinz Eifel,90
Shine,Heinz Eifel,89
Kabinett,Heinz Eifel,88
AÃ¼slese,Heinz Eifel,89
Shine,Heinz Eifel,88
SpÃ¤tlese,Heinz Eifel,88
Kabinett,Heinz Eifel,85
Kabinett,Heinz Eifel,89
Shine,Heinz Eifel,87
Kabinett,Heinz Eifel,88
Estate Dry,Heinz Eifel,86
Kabinett,Heinz Eifel,88
Trockenbeerenaulese,Heiss,91
,Heitlinger,87
,Heitz,92
Martha's Vineyard,Heitz,94
,Heitz,91
,Helderberg Wijnmakerij,84
,Helderberg Wijnmakerij,86
,Helderberg Wijnmakerij,86
,Helderberg Wijnmakerij,86
,Helderberg Wijnmakerij,85
,Helfrich,87
Steinklotz Grand Cru,Helfrich,88
,Helfrich,85
Brut,Helfrich,89
Steinklotz Grand Cru,Helfrich,89
,Helfrich,84
Steinklotz Grand Cru,Helfrich,87
,Helfrich,86
,Helfrich,87
,Helfrich,85
,Helfrich,86
Steinklotz Grand Cru,Helfrich,84
,Helfrich,85
,Helfrich,83
,Heliodoro,84
Pomatia Red Wine,Helix,88
Stillwater Creek Vineyard,Helix by Reininger,90
,Helix by Reininger,89
Stillwater Creek Vineyard,Helix by Reininger,87
SoRhÃ´,Helix by Reininger,90
,Helix by Reininger,90
Pomatia,Helix by Reininger,84
Stone Tree SoRhÃ´,Helix by Reininger,90
Pomatia,Helix by Reininger,90
,Helix by Reininger,87
,Helix by Reininger,90
,Helix by Reininger,89
,Helix by Reininger,89
,Helix by Reininger,91
Stillwater Creek Vineyard,Helix by Reininger,87
Stone Tree SoRhÃ´,Helix by Reininger,91
Pomatia,Helix by Reininger,88
Pomatia,Helix by Reininger,90
Stone Tree SoRhÃ´,Helix by Reininger,90
,Helix by Reininger,88
,Helix by Reininger,86
,Helix by Reininger,92
Stillwater Creek Vineyard,Helix by Reininger,86
Pomatia,Helix by Reininger,88
Stillwater Creek Vineyard,Helix by Reininger,87
Stillwater Creek Vineyard,Helix by Reininger,88
,Helix by Reininger,86
,Helix by Reininger,88
Pomatia,Helix by Reininger,88
Pomatia Red Wine,Helix by Reininger,88
Stillwater Creek Vineyard,Helix by Reininger,92
,Hellbent,86
White Wine,Hellfire,87
,Helvetia,82
RosÃ© de Shenandoah,Helwig,86
,Helwig,91
,Helwig,92
RosÃ© de Shenandoah,Helwig,86
Reserve,Helwig,90
,Helwig,90
Round Up Red,Helwig,86
Dusty Trail,Helwig,90
,Helwig,90
Round Up,Helwig,87
Frenchmen's Creek,Helwig,92
,Helwig,93
,Helwig,89
,Helwig,90
,Helwig,86
Reserve,Helwig,90
Oro De Tolo,Helwig,86
,Helwig,87
,Helwig,86
Joven,Hemar,83
Roble,Hemar,82
Crianza,Hemar,85
Hendry Vineyard,Hendry,92
Hendry Vineyard,Hendry,91
Hendry Vineyard,Hendry,90
Hendry Vineyard,Hendry,91
Hendry Vineyard,Hendry,89
Block 24,Hendry,85
Block 28,Hendry,86
Blocks 7 & 22,Hendry,87
,Hendry,88
Red Wine,Hendry,88
,Hendry,87
,Hendry,92
Hendry Blocks 7 & 22,Hendry,90
Barrel Fermented,Hendry,87
Block 24,Hendry,90
Hendry Vineyard,Hendry,91
Blocks 7 & 22,Hendry,90
,Hendry,83
Barrel Fermented,Hendry,86
RED,Hendry,86
,Hendry,83
Hendry Block 14,Hendry,88
Block 28,Hendry,90
Hendry Vineyard,Hendry,83
Block 28,Hendry,92
Block 28,Hendry,84
Hendry Vineyard RED,Hendry,90
Barrel Fermented,Hendry,85
Block 28,Hendry,90
Hendry Block 13,Hendry,85
Hendry Vineyard,Hendry,90
Barrel Fermented,Hendry,86
Blocks 7 & 22,Hendry,90
Block 28,Hendry,85
Hendry Blocks 9D & 26,Hendry,87
Red Wine,Hendry,84
Red,Hendry,86
,Hendry,89
,Hendry,87
Hendry Vineyard,Hendry,88
Blocks 7 & 22,Hendry,88
Red,Hendry,86
Hendry Vineyard,Hendry,90
,Hendry,88
Block 28,Hendry,87
,Hendry,92
RosÃ©,Henkell,82
Brut,Henkell,88
Brut,Henners,91
Brut,Henri AbelÃ©,88
Brut,Henri AbelÃ©,88
Brut Traditionnel,Henri AbelÃ©,88
Brut RosÃ©,Henri AbelÃ©,88
Brut,Henri Abele,86
Le Sourire de Reims RosÃ© Brut,Henri Abele,92
Brut,Henri Abele,86
Le Sourire de Reims Brut,Henri Abele,93
Brut,Henri Abele,92
Brut RosÃ©,Henri Abele,88
Brut,Henri Abele,88
Brut,Henri Abele,90
Le Sourire de Reims Brut,Henri Abele,93
Brut RosÃ©,Henri Abele,87
Le M.D. de Bourgeois,Henri Bourgeois,94
Petit Bourgeois,Henri Bourgeois,86
Etienne Henri,Henri Bourgeois,92
En Travertin,Henri Bourgeois,89
La Bourgeoise,Henri Bourgeois,92
La CÃ´tes des Monts DamnÃ©s,Henri Bourgeois,93
La Bourgeoise,Henri Bourgeois,93
La Demoiselle de Bourgeois,Henri Bourgeois,92
La Chapelle des Augustins,Henri Bourgeois,92
Les Amphores,Henri Bourgeois,86
Les Jeunes Vignes,Henri Bourgeois,87
Haute Victoire,Henri Bourgeois,88
La Demoiselle de Bourgeois,Henri Bourgeois,91
Petit Bourgeois,Henri Bourgeois,87
La CÃ´te des Monts DamnÃ©s,Henri Bourgeois,93
Petit Bourgeois RosÃ© de,Henri Bourgeois,86
Petit Bourgeois,Henri Bourgeois,87
Domaine GÃ©rard Fiou,Henri Bourgeois,87
Les Baronnes,Henri Bourgeois,87
Les Jeunes Vignes,Henri Bourgeois,86
La Demoiselle de Bourgeois,Henri Bourgeois,91
Les Baronnes,Henri Bourgeois,88
CuvÃ©e Etienne Henri,Henri Bourgeois,94
Petit Bourgeois,Henri Bourgeois,85
Sancerre Jadis,Henri Bourgeois,95
Sancerre d'Antan,Henri Bourgeois,93
Petit Bourgeois RosÃ© de,Henri Bourgeois,86
Petit Bourgeois,Henri Bourgeois,84
Sancerre d'Antan,Henri Bourgeois,93
Haute Victoire,Henri Bourgeois,88
La Bourgeoise,Henri Bourgeois,91
Petit Bourgeois Sauvignon Blanc,Henri Bourgeois,86
La Chapelle des Augustins,Henri Bourgeois,90
Jadis,Henri Bourgeois,94
Sancerre d'Antan Terroir de Silex,Henri Bourgeois,93
La CÃ´te des Monts DamnÃ©s,Henri Bourgeois,93
En Travertin,Henri Bourgeois,89
Les Baronnes,Henri Bourgeois,88
La Bourgeoise,Henri Bourgeois,92
Les Baronnes,Henri Bourgeois,87
Les Baronnes,Henri Bourgeois,87
Domaine GÃ©rard Fiou,Henri Bourgeois,90
Les Baronnes,Henri Bourgeois,89
Jadis,Henri Bourgeois,94
La Demoiselle des Bourgeois,Henri Bourgeois,91
La CÃ´te de Monts DamnÃ©s,Henri Bourgeois,93
Etienne Henri,Henri Bourgeois,94
Sancerre d'Antan,Henri Bourgeois,93
Jadis,Henri Bourgeois,94
Les Baronnes,Henri Bourgeois,87
Les Baronnes,Henri Bourgeois,89
La Porte du Caillou,Henri Bourgeois,87
Jadis,Henri Bourgeois,95
Petit Bourgeois,Henri Bourgeois,87
La Chapelle des Augustins,Henri Bourgeois,92
Etienne Henri,Henri Bourgeois,94
Domaine GÃ©rard Fiou,Henri Bourgeois,92
La Chapelle des Augustins,Henri Bourgeois,92
Petit Bourgeois,Henri Bourgeois,85
Petit Bourgeois,Henri Bourgeois,85
La Demoiselle de Bourgeois,Henri Bourgeois,92
La CÃ´te des Monts DamnÃ©s,Henri Bourgeois,93
Petit Bourgeois,Henri Bourgeois,86
Sancerre d'Antan,Henri Bourgeois,93
La Demoiselle de Bourgeois,Henri Bourgeois,90
Sancerre d'Antan Terroir de Silex,Henri Bourgeois,94
La Porte du Caillou,Henri Bourgeois,87
La Bourgeoise,Henri Bourgeois,93
En Travertin,Henri Bourgeois,91
La Chapelle des Augustins,Henri Bourgeois,92
La Bourgeoise,Henri Bourgeois,92
Petit Bourgeois,Henri Bourgeois,85
Le M.D. de Bourgeois,Henri Bourgeois,93
La Chapelle des Augustins,Henri Bourgeois,90
Les Baronnes,Henri Bourgeois,90
Les Groseilles Premier Cru,Henri de Villamont,91
,Henri de Villamont,93
Morgeot Premier Cru,Henri de Villamont,91
,Henri de Villamont,91
Prestige,Henri de Villamont,86
Les Caillerets Premier Cru,Henri de Villamont,92
Renardes,Henri de Villamont,94
Les Chatelots Premier Cru,Henri de Villamont,92
Prestige,Henri de Villamont,86
,Henri de Villamont,94
Le Village,Henri de Villamont,90
,Henri de Villamont,89
Les Baudes Premier Cru,Henri de Villamont,93
Les Feusselottes Premier Cru,Henri de Villamont,92
,Henri de Villamont,86
Les Baudes Premier Cru,Henri de Villamont,93
Les Feusselottes Premier Cru,Henri de Villamont,91
Premier Cru,Henri de Villamont,90
Clos du Cromin,Henri de Villamont,90
,Henri de Villamont,86
Les EmbazÃ©es Premier Cru,Henri de Villamont,93
Santenots Premier Cru,Henri de Villamont,91
Morgeots Premier Cru,Henri de Villamont,93
Feusselottes Premier Cru,Henri de Villamont,92
Les Baudes Premier Cru,Henri de Villamont,93
Les Evocelles,Henri de Villamont,91
Blagny Premier Cru,Henri de Villamont,92
,Henri de Villamont,88
Les Feusselottes Premier Cru,Henri de Villamont,91
Le Village,Henri de Villamont,89
Les Renardes,Henri de Villamont,91
,Henri de Villamont,92
,Henri de Villamont,92
,Henri de Villamont,85
,Henri de Villamont,93
Le Village,Henri de Villamont,87
Prestige,Henri de Villamont,87
,Henri de Villamont,93
Les Roncerets Premier Cru,Henri de Villamont,91
Les Murgers Premier Cru,Henri de Villamont,89
Premier Cru,Henri de Villamont,89
,Henri de Villamont,93
,Henri de Villamont,95
Clos des Guettes Premier Cru,Henri de Villamont,89
Les Chatelots Premier Cru,Henri de Villamont,92
Les Chatelots Premier Cru,Henri de Villamont,92
,Henri de Villamont,90
Grumes d'Or,Henri de Villamont,88
,Henri de Villamont,91
,Henri de Villamont,88
Les Caillerets Premier Cru,Henri de Villamont,92
Santenots Premier Cru,Henri de Villamont,91
Petite Chapelle Premier Cru,Henri de Villamont,93
Clos des Guettes Premier Cru,Henri de Villamont,92
Les Clous,Henri de Villamont,90
,Henri de Villamont,94
Premier Cru,Henri de Villamont,89
Le Village,Henri de Villamont,88
Les HautÃ©s,Henri de Villamont,89
Morgeot Premier Cru,Henri de Villamont,92
ChÃ¢telots Premier Cru,Henri de Villamont,93
Clos des Guettes Premier Cru,Henri de Villamont,89
Clos St-Jean Premier Cru,Henri de Villamont,91
Clos des Guettes,Henri de Villamont,88
Les Champs-Claude,Henri de Villamont,87
Morgeot Premier Cru,Henri de Villamont,91
Les Champs Claude,Henri de Villamont,88
Les Evocelles,Henri de Villamont,91
Clos des Guettes Premier Cru,Henri de Villamont,89
,Henri de Villamont,88
,Henri de Villamont,93
Le Village,Henri de Villamont,88
Premier Cru,Henri de Villamont,89
,Henri de Villamont,87
VaudÃ©sir Grand Cru,Henri de Villamont,89
MillÃ©naire,Henri de Villamont,88
,Henri de Villamont,90
Le Village,Henri de Villamont,88
Les Caillerets Premier Cru,Henri de Villamont,90
Le Village,Henri de Villamont,87
,Henri de Villamont,89
,Henri de Villamont,93
,Henri de Villamont,85
MillÃ©naire,Henri de Villamont,88
Sous le Puits Premier Cru,Henri de Villamont,93
,Henri de Villamont,93
,Henri de Villamont,87
Les ChÃ¢telots Premier Cru,Henri de Villamont,91
,Henri de Villamont,94
,Henri de Villamont,93
Le Village,Henri de Villamont,88
,Henri de Villamont,88
Clos des Guettes Premier Cru,Henri de Villamont,92
Les Feusselottes Premier Cru,Henri de Villamont,90
MillÃ©naire,Henri de Villamont,88
Les Champs Claude,Henri de Villamont,86
Clos de Verger,Henri de Villamont,89
,Henri de Villamont,93
RÃ©serve ParticuliÃ¨re,Henri Ehrhart,89
Pfersigberg Grand Cru,Henri Ehrhart,93
SpÃ©cial Club Grand Cru Brut,Henri Goutorbe,92
Grand Cru Brut,Henri Goutorbe,93
CuvÃ©e Prestige Premier Cru Brut,Henri Goutorbe,89
CuvÃ©e Prestige Premier Cru Brut,Henri Goutorbe,87
Sans Soufre AjoutÃ©,Henri Milan,85
Les Clos,Henri Milan,90
Le Vallon,Henri Milan,91
L. Robert Milan 57,Henri Milan,90
,Henri Perrusset,87
Val Saint Gregoire,Henri Schoenheitz,88
,Henri Schoenheitz,85
,Henri Schoenheitz,90
Val Saint Gregoire,Henri Schoenheitz,86
,Henri Schoenheitz,91
Holder,Henri Schoenheitz,90
CuvÃ©e Saint GrÃ©goire,Henri Schoenheitz,86
Holder,Henri Schoenheitz,88
Herrenreben,Henri Schoenheitz,89
,Henri Schoenheitz,86
Val Saint-Gregoire,Henri Schoenheitz,89
,Henri Schoenheitz,85
,Henri Schoenheitz,90
Brut,Henri Schoenheitz,87
Herrenreben,Henri Schoenheitz,89
,Henri Schoenheitz,91
Herrenreben,Henri Schoenheitz,85
Linsenberg,Henri Schoenheitz,89
,Henri Schoenheitz,84
Linsenberg,Henri Schoenheitz,92
Holder,Henri Schoenheitz,91
Brut,Henri Schoenheitz,87
Herrenreben,Henri Schoenheitz,92
,Henri Schoenheitz,91
,Henri Schoenheitz,91
Holder,Henri Schoenheitz,90
,Henri Schoenheitz,89
Holder,Henri Schoenheitz,89
Val Saint GrÃ©goire,Henri Schoenheitz,87
Saint Gregoire,Henri Schoenheitz,89
,Henri Schoenheitz,89
,Henri Schoenheitz,90
,Henri Schoenheitz,87
Holder,Henri Schoenheitz,89
Holder,Henri Schoenheitz,90
Val Saint GrÃ©goire,Henri Schoenheitz,87
Premier Cru Blanc de Blancs Brut,Henriet-Bazin,88
Premier Cru Blanc de Blancs Brut CuvÃ©e FÃ»t de ChÃªne,Henriet-Bazin,90
RosÃ© Grand Cru Brut,Henriet-Bazin,92
MillÃ©sime Grand Cru Brut,Henriet-Bazin,93
Blanc de Noirs Grand Cru Brut,Henriet-Bazin,91
MillÃ©sime Grand Cru Brut,Henriet-Bazin,92
SÃ©lection de Parcelles Premier Cru Brut,Henriet-Bazin,90
Blanc de Noirs Pinot Meunier Brut,Henriet-Bazin,91
Marie-AmÃ©lie Fleur de Vigne Brut Blanc de Blancs Premier Cru MillÃ©sime,Henriet-Bazin,94
Blanc de Blancs Premier Cru Brut,Henriet-Bazin,91
Blanc de Blancs Premier Cru Demi-Sec,Henriet-Bazin,89
Grand Cru Brut RosÃ©,Henriet-Bazin,90
Blanc de Noirs Extra Brut,Henriet-Bazin,91
Marie-AmÃ©lie Blanc de Blancs Fleur de Vigne Brut,Henriet-Bazin,93
SÃ©lection de Parcelles Premier Cru Brut,Henriet-Bazin,92
Blanc de Blancs Premier Cru Extra Brut,Henriet-Bazin,90
Blanc de Noirs Grand Cru Brut,Henriet-Bazin,91
MillÃ©sime Carte Or Brut Premier Cru,Henriet-Bazin,94
Grand Cru Brut RosÃ©,Henriet-Bazin,85
SÃ©lection de Parcelles Premier Cru Brut,Henriet-Bazin,92
Blanc de Noirs Grand Cru Brut,Henriet-Bazin,91
Marie-AmÃ©lie Fleur de Vigne Premier Cru Brut,Henriet-Bazin,92
Premier Cru Brut Nature MillÃ©sime,Henriet-Bazin,92
MillÃ©simÃ© Brut,Henriot,95
RosÃ© Brut,Henriot,93
Blanc Souverain Pur Chardonnay Brut,Henriot,93
RosÃ© MillÃ©simÃ©,Henriot,92
MillÃ©simÃ© Brut,Henriot,93
Alfaraz Colheita Seleccionada,Henrique JosÃ© de La Puente Sancho Uva,86
Alfaraz Reserva,Henrique JosÃ© de La Puente Sancho Uva,85
Terras d'Uva,Henrique JosÃ© de La Puente Sancho Uva,87
,Henry Brochard,85
,Henry Earl,89
Reserve,Henry Earl,89
,Henry Earl,88
Homesteader,Henry Earl,88
,Henry Earl,86
,Henry Earl,85
Umpqua Cuvee,Henry Estate,82
,Henry Estate,86
Barrel Select,Henry Estate,87
,Henry Estate,84
,Henry Estate,86
Veraison,Henry Estate,85
,Henry Estate,88
,Henry Estate,88
,Henry Estate,88
,Henry Estate,88
,Henry Estate,88
Henry the V,Henry Estate,86
,Henry Estate,88
,Henry Estate,85
Nouveau,Henry Fessy,86
Nouveau,Henry Fessy,85
,Henry Fessy,90
,Henry Fessy,87
Sous la Roche,Henry Fessy,85
,Henry Fessy,88
,Henry Fessy,85
,Henry Fessy,86
,Henry Fessy,90
,Henry Fessy,90
,Henry Fessy,87
,Henry Fessy,87
,Henry Fessy,92
,Henry Fessy,85
,Henry Fessy,87
,Henry Fessy,92
,Henry Fessy,88
,Henry Fessy,88
,Henry Fessy,90
,Henry Fessy,92
,Henry Fessy,91
Nouveau,Henry Fessy,87
,Henry Fessy,84
,Henry Fessy,87
,Henry Fessy,85
,Henry Fessy,86
ChÃ¢teau des Labourons,Henry Fessy,88
,Henry Fessy,87
,Henry Fessy,92
,Henry Fessy,86
,Henry Fessy,89
,Henry Fessy,87
,Henry Fessy,86
,Henry Fessy,87
,Henry Fessy,87
,Henry Fessy,87
Nouveau,Henry Fessy,86
,Henry Fessy,85
,Henry Fessy,85
,Henry Fessy,89
,Henry Fessy,92
,Henry Fessy,87
Nouveau,Henry Fessy,86
,Henry Fessy,90
,Henry Fessy,89
,Henry Fessy,85
,Henry Fessy,86
,Henry Fessy,89
,Henry Fessy,89
Nouveau,Henry Fessy,85
CuvÃ©e Confidentielle,Henry Fessy,88
,Henry Fessy,86
,Henry Fessy,88
,Henry Fessy,87
Domaine de la Charmoise,Henry Marionnet,89
Vignes FranÃ§aises,Henry Marionnet,90
Domaine de la Charmoise Vinifera,Henry Marionnet,88
Domaine de la Charmoise,Henry Marionnet,86
Vinifera,Henry Marionnet,88
,Henry Natter,86
Reserve Off-Dry,Henry of Pelham,82
Icewine,Henry of Pelham,85
Botrytis Affected,Henry of Pelham,88
Select Late Harvest,Henry of Pelham,87
Icewine,Henry of Pelham,88
Icewine,Henry of Pelham,88
Icewine,Henry of Pelham,89
Icewine,Henry of Pelham,91
Special Select Late Harvest,Henry of Pelham,87
The Postmistress Blanc de Blancs,Henry's Drive Vignerons,83
,Henry's Drive Vignerons,92
,Henry's Drive Vignerons,93
Pillar Box,Henry's Drive Vignerons,91
The Scarlet Letter Sparkling,Henry's Drive Vignerons,86
Parson's Flat,Henry's Drive Vignerons,92
Pillar Box,Henry's Drive Vignerons,91
The Trial of John Montford,Henry's Drive Vignerons,87
Parson's Flat,Henry's Drive Vignerons,90
Dead Letter Office,Henry's Drive Vignerons,91
Reserve,Henry's Drive Vignerons,93
Magnus,Henry's Drive Vignerons,94
,Henry's Drive Vignerons,92
Morse Code,Henry's Drive Vignerons,87
Pillar Box Reserve,Henry's Drive Vignerons,90
Pillar Box White,Henry's Drive Vignerons,87
M Reserve,Henry's Drive Vignerons,92
Pillar Box Reserve,Henry's Drive Vignerons,89
Tilly's Vineyard,Henschke,85
Johann's Garden,Henschke,91
Abbotts Prayer Vineyard,Henschke,91
Giles,Henschke,89
Julius,Henschke,90
Julius,Henschke,90
Julius,Henschke,88
Julius,Henschke,89
Cranes,Henschke,87
Julius,Henschke,92
Keyneton Euphonium,Henschke,94
Louis,Henschke,90
Giles,Henschke,86
Tappa Pass Vineyard Selection,Henschke,93
Mount Edelstone Vineyard,Henschke,95
Coralinga,Henschke,86
Julius,Henschke,89
Hill of Grace,Henschke,96
Louis,Henschke,87
Hill of Grace,Henschke,91
Mount Edelstone Vineyard,Henschke,91
Cyril Henschke,Henschke,92
Henry's Seven,Henschke,91
Croft,Henschke,90
Hillside,Hensley,84
,Hensteeth,92
Proprietary,Hensteeth,87
,Hensteeth,90
Proprietary,Hensteeth,88
Verlander Vineyard,Hensteeth,86
Link Vineyard,Hensteeth,88
Verlander Vineyard,Hensteeth,88
